2024-04-24T09:46:59.980Z transformInclude 
2024-04-24T09:47:00.404Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/route-matcher.js
2024-04-24T09:47:00.404Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/prepare-destination.js
2024-04-24T09:47:00.405Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/remove-trailing-slash.js
2024-04-24T09:47:00.405Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/client/components/hooks-server-context.js
2024-04-24T09:47:00.433Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/web/spec-extension/adapters/reflect.js
2024-04-24T09:47:00.440Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/next/index.js
2024-04-24T09:47:00.440Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/next/index.js
2024-04-24T09:47:00.440Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/client/index.js
2024-04-24T09:47:00.441Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/server/index.js
2024-04-24T09:47:00.445Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/remove-trailing-slash.js
2024-04-24T09:47:00.447Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-server-dom-webpack-server-edge.js
2024-04-24T09:47:00.448Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/i18n/normalize-locale-path.js
2024-04-24T09:47:00.450Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/lib/url.js
2024-04-24T09:47:00.450Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/client/components/static-generation-bailout.js
2024-04-24T09:47:00.498Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/lib/trace/constants.js
2024-04-24T09:47:00.498Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-server-dom-webpack-server-edge.js
2024-04-24T09:47:00.518Z transformInclude /Users/maxprilutskiy/Replexica/replexica/demo/next-app-shadcnui/src/components/CtaReviews.tsx
2024-04-24T09:47:00.519Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-jsx-runtime.js
2024-04-24T09:47:00.519Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react.js
2024-04-24T09:47:00.519Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react.js
2024-04-24T09:47:00.519Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react.js
2024-04-24T09:47:00.519Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/escape-regexp.js
2024-04-24T09:47:00.519Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/segment.js
2024-04-24T09:47:00.520Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/page-path/ensure-leading-slash.js
2024-04-24T09:47:00.528Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/escape-regexp.js
2024-04-24T09:47:00.539Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/lib/picocolors.js
2024-04-24T09:47:00.546Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/helpers/interception-routes.js
2024-04-24T09:47:00.546Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/helpers/interception-routes.js
2024-04-24T09:47:00.547Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/module.compiled.js
2024-04-24T09:47:00.547Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-jsx-dev-runtime.js
2024-04-24T09:47:00.548Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-jsx-dev-runtime.js
2024-04-24T09:47:00.555Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/utils.js
2024-04-24T09:47:00.555Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/client/components/app-router-headers.js
2024-04-24T09:47:00.555Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/parse-url.js
2024-04-24T09:47:00.569Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/module.compiled.js
2024-04-24T09:47:00.570Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/module.compiled.js
2024-04-24T09:47:00.570Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/module-proxy.js
2024-04-24T09:47:00.571Z transformInclude /Users/maxprilutskiy/Replexica/replexica/demo/next-app-shadcnui/node_modules/@replexica/translations/es.client.json
2024-04-24T09:47:00.571Z transformInclude /Users/maxprilutskiy/Replexica/replexica/demo/next-app-shadcnui/node_modules/@replexica/translations/es.client.json
2024-04-24T09:47:00.571Z transformInclude /Users/maxprilutskiy/Replexica/replexica/demo/next-app-shadcnui/node_modules/@replexica/translations/en.client.json
2024-04-24T09:47:00.572Z transformInclude /Users/maxprilutskiy/Replexica/replexica/demo/next-app-shadcnui/node_modules/@replexica/translations/en.client.json
2024-04-24T09:47:00.572Z transformInclude /Users/maxprilutskiy/Replexica/replexica/demo/next-app-shadcnui/node_modules/@replexica/translations/es.json
2024-04-24T09:47:00.572Z transformInclude /Users/maxprilutskiy/Replexica/replexica/demo/next-app-shadcnui/node_modules/@replexica/translations/en.json
2024-04-24T09:47:00.574Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/font/google/target.css?{"path":"src/app/layout.tsx","import":"Inter","arguments":[{"subsets":["latin"]}],"variableName":"inter"}
2024-04-24T09:47:00.574Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/api-utils/get-cookie-parser.js
2024-04-24T09:47:00.593Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/app-paths.js
2024-04-24T09:47:00.595Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/module.compiled.js
2024-04-24T09:47:00.609Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/module-proxy.js
2024-04-24T09:47:00.617Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/next/loaders.js
2024-04-24T09:47:00.617Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/server/chunk.js
2024-04-24T09:47:00.617Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/server/proxy.js
2024-04-24T09:47:00.619Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-dom.js
2024-04-24T09:47:00.619Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/querystring.js
2024-04-24T09:47:00.619Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/compiled/@opentelemetry/api/index.js
2024-04-24T09:47:00.619Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/parse-relative-url.js
2024-04-24T09:47:00.620Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/@swc+helpers@0.5.5/node_modules/@swc/helpers/esm/_interop_require_default.js
2024-04-24T09:47:00.640Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-jsx-runtime.js
2024-04-24T09:47:00.641Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-jsx-runtime.js
2024-04-24T09:47:00.773Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/module.compiled.js
2024-04-24T09:47:00.781Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/compiled/path-to-regexp/index.js
2024-04-24T09:47:00.781Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/compiled/path-to-regexp/index.js
2024-04-24T09:47:00.782Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/utils.js
2024-04-24T09:47:00.782Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/shared/lib/router/utils/querystring.js
2024-04-24T09:47:00.784Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/compiled/@opentelemetry/api/index.js
2024-04-24T09:47:00.807Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/action-validate.js
2024-04-24T09:47:00.807Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/action-validate.js
2024-04-24T09:47:00.807Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/action-validate.js
2024-04-24T09:47:00.807Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/server-reference.js
2024-04-24T09:47:00.807Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/server-reference.js
2024-04-24T09:47:00.807Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/build/webpack/loaders/next-flight-loader/server-reference.js
2024-04-24T09:47:00.810Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/shared/index.js
2024-04-24T09:47:00.810Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/shared/index.js
2024-04-24T09:47:00.810Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/compiled/cookie/index.js
2024-04-24T09:47:00.814Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-server-dom-webpack-server-edge.js
2024-04-24T09:47:00.815Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/app-render/encryption.js
2024-04-24T09:47:00.815Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/app-render/encryption.js
2024-04-24T09:47:00.815Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/app-render/encryption.js
2024-04-24T09:47:00.825Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/api/headers.js
2024-04-24T09:47:00.826Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/shared/chunk.js
2024-04-24T09:47:00.826Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/shared/proxy.js
2024-04-24T09:47:00.834Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react-server-dom-webpack-server-edge.js
2024-04-24T09:47:00.837Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/app-render/encryption-utils.js
2024-04-24T09:47:00.842Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/stream-utils/node-web-streams-helper.js
2024-04-24T09:47:00.843Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/client/components/headers.js
2024-04-24T09:47:00.844Z transformInclude /Users/maxprilutskiy/Replexica/replexica/packages/react/build/shared/chunk.js
2024-04-24T09:47:00.844Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/future/route-modules/app-page/vendored/rsc/react.js
2024-04-24T09:47:00.872Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/lib/trace/tracer.js
2024-04-24T09:47:00.872Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/lib/trace/constants.js
2024-04-24T09:47:00.880Z transformInclude /Users/maxprilutskiy/Replexica/replexica/node_modules/.pnpm/next@14.2.1_react-dom@18.2.0_react@18.2.0/node_modules/next/dist/server/app-render/dynamic-rendering.js
